total_sum;is_correct
126293;yes
34780;yes
-229030;yes
-21445;yes
213775;yes
30858;yes
9304;yes
-58324;yes
-440;yes
-117207;yes
14351;yes
44760;yes
-39423;yes
-139701;yes
68356;yes
78584;yes
145705;yes
-230772;yes
-64575;yes
-191082;yes
-60415;yes
-136320;yes
-144890;yes
-13812;yes
-27546;yes
183526;yes
182256;yes
-1752;yes
-53355;yes
-146256;yes
-28404;yes
-119655;yes
-97659;yes
-110129;yes
-115383;yes
98055;yes
-58569;yes
175796;yes
229590;yes
153834;yes
290870;yes
122612;yes
-334411;yes
249324;yes
-177501;yes
149404;yes
-167593;yes
253521;yes
180498;yes
260;yes
-291545;yes
385232;yes
218193;yes
-389926;yes
-144373;yes
-195981;yes
-25644;yes
-42375;yes
-96729;yes
-215200;yes
184489;yes
-155876;yes
107263;yes
-60569;yes
-172727;yes
25491;yes
118712;yes
8237;yes
-265195;yes
19205;yes
232092;yes
177980;yes
105629;yes
338727;yes
-142700;yes
300126;yes
-109097;yes
324969;yes
-111290;yes
47701;yes
-2641;yes
-190078;yes
59501;yes
1778;yes
-303264;yes
-189710;yes
-116636;yes
120475;yes
-23217;yes
20121;yes
-61119;yes
243254;yes
251950;yes
145871;yes
-167568;yes
-163726;yes
-71506;yes
-12403;yes
299960;yes
-249161;yes
121258;yes
254992;yes
28922;yes
144367;yes
31920;yes
-246103;yes
-1127;yes
65047;yes
-30605;yes
209511;yes
4346;yes
403703;yes
33166;yes
-5242;yes
-219664;yes
-105720;yes
14387;yes
147928;yes
293328;yes
16295;yes
-68172;yes
72473;yes
1920;yes
74200;yes
94492;yes
-35720;yes
210935;yes
254305;yes
182383;yes
-48454;yes
102119;yes
145335;yes
143996;yes
-186594;yes
50437;yes
108038;yes
-9298;yes
-128349;yes
-348590;yes
190892;yes
166537;yes
125041;yes
79607;yes
-23278;yes
-4670;yes
-221726;yes
35495;yes
12999;yes
256701;yes
-135001;yes
207161;yes
-9417;yes
-6429;yes
356419;yes
60147;yes
-64131;yes
223658;yes
13812;yes
487526;yes
163865;yes
-77714;yes
-9780;yes
-179443;yes
-247499;yes
62208;yes
-209947;yes
-110313;yes
-167150;yes
-5875;yes
37695;yes
-361379;yes
94120;yes
212405;yes
-146930;yes
90812;yes
164419;yes
-42909;yes
157843;yes
62446;yes
110178;yes
38287;yes
101506;yes
-201106;yes
-15056;yes
-137449;yes
-235205;yes
17245;yes
178206;yes
150196;yes
13119;yes
-8611;yes
173731;yes
179119;yes
37868;yes
-128925;yes
-224557;yes
-101105;yes
-85087;yes
-361514;yes
-111898;yes
-311923;yes
270014;yes
-324597;yes
100330;yes
-35646;yes
49702;yes
-56064;yes
-277026;yes
-45182;yes
4395;yes
-112886;yes
67162;yes
-39252;yes
103980;yes
-134585;yes
248714;yes
-37967;yes
-99439;yes
-55837;yes
-322923;yes
-520624;yes
127495;yes
-83889;yes
18914;yes
-291628;yes
24903;yes
186899;yes
-119124;yes
-32370;yes
19214;yes
135132;yes
143641;yes
-232130;yes
175529;yes
34543;yes
4127;yes
226718;yes
55973;yes
306643;yes
-150694;yes
-43026;yes
-262446;yes
183360;yes
-120713;yes
-13151;yes
-218130;yes
-60230;yes
-215206;yes
-81916;yes
7638;yes
-10026;yes
188811;yes
-98449;yes
-150839;yes
308370;yes
-140794;yes
-216318;yes
-29305;yes
49638;yes
192387;yes
137647;yes
-149985;yes
-92047;yes
163475;yes
-321504;yes
-125073;yes
192495;yes
-70821;yes
125969;yes
-310586;yes
-302135;yes
-225536;yes
25383;yes
-262765;yes
74833;yes
107852;yes
122719;yes
-208915;yes
-263644;yes
-273627;yes
-2006;yes
132301;yes
83594;yes
-14981;yes
-309133;yes
-34084;yes
78676;yes
-198611;yes
136195;yes
243186;yes
217402;yes
104157;yes
113556;yes
-50253;yes
-192876;yes
-99134;yes
418865;yes
-176523;yes
29360;yes
-69436;yes
157680;yes
287863;yes
-61048;yes
-218680;yes
-35074;yes
-21375;yes
-257666;yes
94376;yes
73587;yes
-113055;yes
-204401;yes
-181637;yes
126643;yes
230504;yes
-230412;yes
-443342;yes
-205779;yes
178429;yes
17335;yes
33016;yes
-144411;yes
-94507;yes
230165;yes
178468;yes
-18361;yes
-73033;yes
78503;yes
-253998;yes
-328259;yes
-101234;yes
202347;yes
245156;yes
-326297;yes
24025;yes
103511;yes
-314733;yes
140831;yes
-68867;yes
-209750;yes
-82998;yes
169443;yes
-100231;yes
-95419;yes
-197448;yes
122931;yes
43718;yes
-133320;yes
166073;yes
-221195;yes
58853;yes
347205;yes
328214;yes
-118029;yes
-81728;yes
31549;yes
-69510;yes
194251;yes
198133;yes
68492;yes
-283671;yes
131984;yes
-97139;yes
234903;yes
-354173;yes
-62389;yes
-121435;yes
336429;yes
-296979;yes
186143;yes
300813;yes
126681;yes
76343;yes
330987;yes
138204;yes
361684;yes
-194179;yes
-171710;yes
96408;yes
-153993;yes
-169437;yes
167626;yes
349452;yes
65209;yes
109529;yes
214714;yes
140522;yes
6085;yes
-48032;yes
-15143;yes
61982;yes
127325;yes
-65658;yes
10839;yes
50295;yes
201025;yes
67898;yes
385883;yes
258171;yes
359910;yes
-122935;yes
144487;yes
39804;yes
-160170;yes
120171;yes
-220466;yes
19057;yes
-25413;yes
100097;yes
110427;yes
-62058;yes
29096;yes
143136;yes
80933;yes
-56518;yes
193040;yes
273496;yes
-87991;yes
-208416;yes
29491;yes
238489;yes
9129;yes
-223748;yes
-304474;yes
257699;yes
155733;yes
124227;yes
-185357;yes
11;yes
-46813;yes
200764;yes
141850;yes
-15042;yes
-131735;yes
-151789;yes
-271719;yes
204035;yes
174634;yes
45359;yes
103159;yes
-16175;yes
53897;yes
442887;yes
71764;yes
-40278;yes
-256197;yes
-130992;yes
-194633;yes
348957;yes
68664;yes
56787;yes
-152626;yes
196167;yes
-266416;yes
156945;yes
-259023;yes
-33466;yes
183338;yes
-138657;yes
-240329;yes
324260;yes
20788;yes
-85634;yes
-229410;yes
-100205;yes
-218036;yes
49231;yes
-198584;yes
79754;yes
-305021;yes
304162;yes
87160;yes
-134150;yes
-55806;yes
337535;yes
79449;yes
86467;yes
153367;yes
-166103;yes
-51487;yes
102164;yes
-28981;yes
59355;yes
175015;yes
139813;yes
-253138;yes
-95531;yes
277095;yes
-234340;yes
414686;yes
-59630;yes
-467275;yes
-96366;yes
190737;yes
-200688;yes
3471;yes
-70731;yes
153692;yes
156774;yes
-179684;yes
23277;yes
96270;yes
156993;yes
-316411;yes
28116;yes
255493;yes
215906;yes
-76191;yes
127689;yes
-169095;yes
143431;yes
-407247;yes
173029;yes
-85694;yes
266157;yes
-98754;yes
-184043;yes
-28397;yes
227745;yes
-41914;yes
-12224;yes
303918;yes
-448162;yes
200052;yes
172053;yes
-218655;yes
283692;yes
-28274;yes
31031;yes
-449791;yes
-263601;yes
-345405;yes
-228361;yes
-140398;yes
64918;yes
-50650;yes
160413;yes
27101;yes
141532;yes
15795;yes
238232;yes
-129660;yes
-292916;yes
14114;yes
75718;yes
83605;yes
196692;yes
-355942;yes
-160384;yes
120089;yes
-51718;yes
63430;yes
-165207;yes
79413;yes
-101843;yes
-147384;yes
9606;yes
195141;yes
-131217;yes
79859;yes
-200252;yes
-44312;yes
5359;yes
-80637;yes
167983;yes
129739;yes
126533;yes
-111248;yes
321466;yes
-187206;yes
286877;yes
-275760;yes
-65982;yes
113059;yes
244852;yes
-234737;yes
227418;yes
-23882;yes
625;yes
10352;yes
172090;yes
339412;yes
-203066;yes
59624;yes
133960;yes
7198;yes
119104;yes
1562;yes
331944;yes
-508672;yes
142738;yes
-277704;yes
-173536;yes
209034;yes
140655;yes
-28201;yes
18262;yes
-215647;yes
-68995;yes
336995;yes
-230309;yes
-33046;yes
-77414;yes
500361;yes
22454;yes
-42246;yes
-154833;yes
353050;yes
-131636;yes
-178271;yes
4786;yes
-12577;yes
301228;yes
-106334;yes
-172623;yes
-277251;yes
-75023;yes
249034;yes
-165720;yes
-170106;yes
218216;yes
47928;yes
31155;yes
-203478;yes
-167320;yes
-135992;yes
55148;yes
377680;yes
131892;yes
190817;yes
6145;yes
95277;yes
227508;yes
22922;yes
-139407;yes
80347;yes
60177;yes
108893;yes
-8053;yes
-72249;yes
18059;yes
42637;yes
-64363;yes
-191799;yes
143864;yes
75554;yes
51097;yes
-155093;yes
-91254;yes
-396482;yes
-4510;yes
68009;yes
-140832;yes
15860;yes
298124;yes
-158542;yes
345940;yes
-16492;yes
-17639;yes
24462;yes
-296848;yes
-163470;yes
130598;yes
-101240;yes
2204;yes
23655;yes
224066;yes
-46886;yes
174905;yes
-53151;yes
-164071;yes
225606;yes
-57465;yes
-181868;yes
-97007;yes
207656;yes
-75553;yes
172617;yes
409482;yes
2645;yes
-117871;yes
71375;yes
173497;yes
89217;yes
322140;yes
66898;yes
407201;yes
-144310;yes
-171382;yes
86953;yes
149885;yes
-84153;yes
118188;yes
-19542;yes
180388;yes
22340;yes
466977;yes
-335580;yes
-62788;yes
38569;yes
-159233;yes
176778;yes
-65090;yes
68562;yes
44614;yes
234664;yes
-109815;yes
141644;yes
193860;yes
80560;yes
76595;yes
65594;yes
209518;yes
-108943;yes
7512;yes
175907;yes
74542;yes
-10418;yes
-165376;yes
238345;yes
-1511;yes
-67641;yes
-216362;yes
254088;yes
170022;yes
-14783;yes
174890;yes
-60704;yes
198249;yes
96978;yes
-187684;yes
-30788;yes
129079;yes
-278486;yes
12766;yes
78702;yes
22061;yes
-57626;yes
-89828;yes
-91597;yes
-13688;yes
33526;yes
331504;yes
-91662;yes
21421;yes
-64631;yes
55789;yes
159774;yes
119377;yes
18797;yes
-145280;yes
153600;yes
212123;yes
-93676;yes
-30656;yes
-178182;yes
99804;yes
-209249;yes
-155625;yes
124074;yes
270458;yes
72200;yes
155082;yes
16260;yes
163910;yes
-86847;yes
21217;yes
175007;yes
88901;yes
115752;yes
11241;yes
177534;yes
226763;yes
78140;yes
192763;yes
-200350;yes
-136014;yes
-100033;yes
342507;yes
145177;yes
10088;yes
301818;yes
-4726;yes
346250;yes
36421;yes
21968;yes
198194;yes
200015;yes
-83738;yes
267149;yes
47972;yes
71933;yes
2523;yes
-348036;yes
158467;yes
-23231;yes
-126071;yes
276048;yes
80316;yes
294060;yes
-47873;yes
102393;yes
269360;yes
33380;yes
-84893;yes
-274546;yes
5090;yes
-117106;yes
-72260;yes
119302;yes
169992;yes
-146510;yes
-45424;yes
-25215;yes
177940;yes
-375844;yes
252233;yes
66044;yes
225907;yes
-78158;yes
-270174;yes
-132824;yes
470328;yes
81527;yes
-37937;yes
212386;yes
-242717;yes
-212454;yes
-62561;yes
210761;yes
-198256;yes
-57040;yes
-318206;yes
277504;yes
-41553;yes
74709;yes
-160163;yes
168277;yes
-100399;yes
53372;yes
-100393;yes
114830;yes
108900;yes
101596;yes
-252281;yes
-64593;yes
-42191;yes
-78696;yes
-116702;yes
-291027;yes
347961;yes
186771;yes
75094;yes
-12363;yes
42559;yes
123559;yes
287479;yes
91540;yes
-137724;yes
-90882;yes
-118674;yes
217884;yes
-277499;yes
182220;yes
28488;yes
-15339;yes
40943;yes
-297989;yes
-168193;yes
-35105;yes
371632;yes
159881;yes
92970;yes
340171;yes
-193169;yes
-75593;yes
-15602;yes
28802;yes
-271962;yes
179728;yes
241677;yes
48017;yes
-204944;yes
-126560;yes
-56059;yes
-69237;yes
66704;yes
-167855;yes
-240568;yes
-235290;yes
-49043;yes
16061;yes
11567;yes
8888;yes
-11546;yes
-161608;yes
15163;yes
191237;yes
-234248;yes
-413408;yes
-126775;yes
-23286;yes
-16298;yes
38541;yes
26730;yes
-192646;yes
221444;yes
-335626;yes
145484;yes
58434;yes
271100;yes
-71835;yes
-19135;yes
64139;yes
-212883;yes
-92728;yes
15196;yes
-64751;yes
-179237;yes
1309;yes
-127180;yes
361685;yes
355953;yes
302594;yes
-331632;yes
88857;yes
218380;yes
59151;yes
-255376;yes
-294980;yes
232633;yes
179729;yes
-87345;yes
-108331;yes
-220313;yes
133489;yes
-40799;yes
34009;yes
194355;yes
119706;yes
-389901;yes
165698;yes
33041;yes
24576;yes
-49166;yes
-65125;yes
34031;yes
-127672;yes
-26076;yes
12157;yes
-157264;yes
-233442;yes
-23643;yes
202663;yes
-122386;yes
58159;yes
29058;yes
-51264;yes
-104907;yes
528848;yes
-56986;yes
33236;yes
105716;yes
-231733;yes
76371;yes
53570;yes
-9429;yes
149945;yes
222483;yes
-165402;yes
47222;yes
28990;yes
209295;yes
94574;yes
68246;yes
-42271;yes
341403;yes
93658;yes
-70423;yes
184223;yes
301887;yes
188837;yes
7109;yes
76129;yes
-69776;yes
73726;yes
-112649;yes
-13151;yes
100947;yes
-199740;yes
88114;yes
146003;yes
173589;yes
-20286;yes
-339286;yes
-281290;yes
71937;yes
-325207;yes
-244551;yes
49959;yes
-24909;yes
10481;yes
-230650;yes
276329;yes
262110;yes
196282;yes
127065;yes
-48963;yes
269769;yes
-30123;yes
50923;yes
-130773;yes
-20611;yes
36609;yes
107566;yes
44389;yes
-61626;yes
194233;yes
89835;yes
-27351;yes
-113213;yes
-188254;yes
-222549;yes
-26286;yes
-83853;yes
-235172;yes
255544;yes
-296726;yes
66754;yes
-353484;yes
-10622;yes
-82511;yes
-93387;yes
-50384;yes
-99409;yes
132659;yes
-258115;yes
224469;yes
365864;yes
171221;yes
-57680;yes
357185;yes
-47972;yes
-81367;yes
90761;yes
-36440;yes
189417;yes
2220;yes
-103853;yes
-28469;yes
100836;yes
35308;yes
48085;yes
19052;yes
-275341;yes
-29504;yes
106716;yes
75962;yes
115389;yes
200185;yes
76007;yes
-28954;yes
-130144;yes
45238;yes
255114;yes
135776;yes
-159171;yes
289975;yes
-110092;yes
-42648;yes
93847;yes
-56809;yes
231794;yes
-168123;yes
84407;yes
50691;yes
53728;yes
-189090;yes
209767;yes
69199;yes
-34568;yes
-175807;yes
-116640;yes
-114878;yes
80106;yes
-254897;yes
-197240;yes
192357;yes
-24981;yes
159632;yes
78717;yes
141772;yes
131362;yes
166782;yes
-83721;yes
59871;yes
-34730;yes
-32436;yes
-326987;yes
-217690;yes
45831;yes
-86485;yes
-115796;yes
25031;yes
8433;yes
259582;yes
164806;yes
-190577;yes
385230;yes
133015;yes
-2015;yes
-449299;yes
-120241;yes
-70562;yes
-89792;yes
8466;yes
-286653;yes
72590;yes
85150;yes
-12212;yes
-128751;yes
50628;yes
119378;yes
398440;yes
90925;yes
-209464;yes
290184;yes
-83947;yes
-134672;yes
211874;yes
-46181;yes
-142465;yes
-95720;yes
7225;yes
454644;yes
-102918;yes
-66305;yes
-66840;yes
60056;yes
123389;yes
-84224;yes
227430;yes
42280;yes
109016;yes
165437;yes
56274;yes
204134;yes
273149;yes
-2562;yes
-8234;yes
-255625;yes
-413942;yes
-41736;yes
-139222;yes
-21065;yes
45362;yes
-175815;yes
54027;yes
60755;yes
-346085;yes
-3859;yes
-91382;yes
116000;yes
32845;yes
74328;yes
198690;yes
83003;yes
82302;yes
-242845;yes
68875;yes
250187;yes
-93718;yes
-18020;yes
-228683;yes
-552771;yes
-117434;yes
34705;yes
-172935;yes
-26443;yes
33381;yes
-157387;yes
2919;yes
152400;yes
26696;yes
234105;yes
172420;yes
23878;yes
141242;yes
40544;yes
26329;yes
-92783;yes
-71928;yes
180346;yes
110031;yes
-232764;yes
-14881;yes
274595;yes
46389;yes
-189437;yes
172629;yes
-54066;yes
77752;yes
128789;yes
177518;yes
226384;yes
-184001;yes
-34639;yes
180885;yes
232763;yes
-100401;yes
186695;yes
-44872;yes
284517;yes
13252;yes
-108591;yes
48010;yes
-248792;yes
58017;yes
-81282;yes
12357;yes
224553;yes
55671;yes
124768;yes
-55811;yes
144896;yes
-152207;yes
23597;yes
66229;yes
128898;yes
-56641;yes
-38763;yes
79596;yes
320216;yes
-13548;yes
-212059;yes
111532;yes
-7193;yes
-86793;yes
-274407;yes
-180110;yes
-196470;yes
232105;yes
182022;yes
-225016;yes
291235;yes
249983;yes
-122315;yes
92633;yes
73638;yes
174993;yes
109630;yes
181397;yes
250385;yes
-229731;yes
73256;yes
3739;yes
-19307;yes
-182178;yes
-2349;yes
-357078;yes
-112290;yes
59925;yes
-449623;yes
-120145;yes
-449;yes
201575;yes
15465;yes
-60065;yes
94542;yes
384210;yes
-149643;yes
54953;yes
12448;yes
246900;yes
-284165;yes
109019;yes
-217834;yes
-124360;yes
-238703;yes
63713;yes
21034;yes
70993;yes
409980;yes
31831;yes
-231313;yes
225375;yes
-166261;yes
-232927;yes
322835;yes
51748;yes
44726;yes
254003;yes
261756;yes
-137980;yes
-15947;yes
97120;yes
265261;yes
-312367;yes
26972;yes
427686;yes
36029;yes
-249599;yes
-202969;yes
52128;yes
10674;yes
125211;yes
42800;yes
67259;yes
15154;yes
15366;yes
-376841;yes
230643;yes
96847;yes
228175;yes
-115957;yes
94384;yes
-70042;yes
-389994;yes
123598;yes
58264;yes
-50939;yes
-294951;yes
-17095;yes
-72478;yes
78222;yes
-246762;yes
-171922;yes
109044;yes
140918;yes
210484;yes
207150;yes
-24204;yes
105217;yes
138630;yes
70302;yes
272247;yes
-150882;yes
69913;yes
181436;yes
227596;yes
260915;yes
57297;yes
335660;yes
39033;yes
-273813;yes
-322385;yes
153496;yes
412666;yes
-366404;yes
1974;yes
12376;yes
205062;yes
-87210;yes
377226;yes
149904;yes
-173613;yes
-136389;yes
-78606;yes
-25961;yes
-232684;yes
105948;yes
132792;yes
-50131;yes
-201569;yes
73451;yes
158752;yes
155089;yes
-417137;yes
-23603;yes
-188151;yes
-78786;yes
-65260;yes
-98360;yes
42440;yes
-26373;yes
162320;yes
77041;yes
222374;yes
42271;yes
-4001;yes
-65686;yes
-36539;yes
223631;yes
-21538;yes
-220577;yes
-33609;yes
66181;yes
-395846;yes
169625;yes
84529;yes
12734;yes
222962;yes
-97254;yes
4247;yes
308682;yes
-299107;yes
-192373;yes
-121872;yes
-13130;yes
35325;yes
53943;yes
-124715;yes
-73375;yes
44257;yes
-132467;yes
59812;yes
-52146;yes
-123804;yes
-146509;yes
-56854;yes
127097;yes
-178027;yes
355136;yes
-94559;yes
-134277;yes
-168274;yes
197134;yes
-105745;yes
159323;yes
18181;yes
-141925;yes
257152;yes
143175;yes
-55295;yes
-122721;yes
-105366;yes
-240729;yes
-100597;yes
35635;yes
-180746;yes
-97594;yes
-699;yes
480088;yes
-11100;yes
285420;yes
142098;yes
147893;yes
188915;yes
7399;yes
-12206;yes
-86073;yes
332429;yes
-2992;yes
-165244;yes
-4657;yes
-149075;yes
158159;yes
-151479;yes
-136688;yes
-76184;yes
35248;yes
210981;yes
-44222;yes
-224105;yes
137424;yes
48267;yes
84698;yes
-194876;yes
-2858;yes
592130;yes
-67177;yes
-240893;yes
306024;yes
201024;yes
-252785;yes
-1709;yes
139521;yes
203854;yes
-105866;yes
-226953;yes
146273;yes
20312;yes
-54515;yes
342240;yes
-168977;yes
214603;yes
329357;yes
27756;yes
24851;yes
465316;yes
-250027;yes
-128615;yes
-157006;yes
-169529;yes
48135;yes
167567;yes
78110;yes
-16321;yes
219297;yes
117275;yes
193293;yes
-262188;yes
-126599;yes
-195837;yes
-419290;yes
-236820;yes
9456;yes
-149300;yes
149350;yes
-28639;yes
-93791;yes
-212150;yes
23697;yes
-80826;yes
-41169;yes
63189;yes
132163;yes
131168;yes
-63978;yes
114668;yes
-125657;yes
-160242;yes
-294503;yes
290108;yes
108023;yes
29069;yes
-70987;yes
-77104;yes
54191;yes
-192263;yes
-231058;yes
158263;yes
-44841;yes
-480472;yes
-59580;yes
47992;yes
155958;yes
-253023;yes
-51653;yes
-159707;yes
-133168;yes
249383;yes
-379613;yes
-171634;yes
15143;yes
50025;yes
53984;yes
-132576;yes
-275319;yes
60291;yes
-71772;yes
-104453;yes
23419;yes
144057;yes
-226720;yes
-283468;yes
-178208;yes
-184917;yes
-271236;yes
402143;yes
297699;yes
-652775;yes
-139995;yes
-55986;yes
-34663;yes
-60;yes
169501;yes
-32149;yes
-57529;yes
55036;yes
-169726;yes
-34441;yes
-88425;yes
210192;yes
175965;yes
-208918;yes
143285;yes
-109162;yes
-50480;yes
-397650;yes
291532;yes
65693;yes
47011;yes
-20871;yes
39413;yes
-207529;yes
-139489;yes
-8283;yes
-49903;yes
-27054;yes
18223;yes
78713;yes
-64134;yes
-289999;yes
29875;yes
16987;yes
349174;yes
-409499;yes
311718;yes
80372;yes
94926;yes
-38295;yes
77582;yes
-226215;yes
-344034;yes
-198716;yes
-21169;yes
-366514;yes
-169111;yes
-244642;yes
144934;yes
-364024;yes
297286;yes
-81818;yes
22100;yes
-379817;yes
-154837;yes
163306;yes
-208063;yes
191907;yes
261431;yes
-220594;yes
186161;yes
163294;yes
119817;yes
166146;yes
77765;yes
71529;yes
-86834;yes
160536;yes
-310634;yes
66626;yes
-165607;yes
245898;yes
-73328;yes
-119748;yes
155961;yes
-181684;yes
-185993;yes
24458;yes
-144613;yes
-60177;yes
372705;yes
100999;yes
201839;yes
182187;yes
-316775;yes
127350;yes
-137216;yes
148241;yes
-57655;yes
-92439;yes
67689;yes
242398;yes
-43970;yes
403860;yes
-159796;yes
-5360;yes
-231620;yes
-95228;yes
374363;yes
19850;yes
29213;yes
67687;yes
-154723;yes
-29426;yes
-20296;yes
133266;yes
98765;yes
-56945;yes
-263387;yes
-80629;yes
11732;yes
-5201;yes
138649;yes
164034;yes
-4026;yes
29039;yes
113800;yes
-12784;yes
-132295;yes
269376;yes
256448;yes
-83772;yes
310859;yes
341770;yes
121506;yes
-282521;yes
259594;yes
-424370;yes
125612;yes
128825;yes
74345;yes
-308458;yes
-151817;yes
156492;yes
70504;yes
186330;yes
18631;yes
321321;yes
103695;yes
-111890;yes
297231;yes
-133280;yes
129863;yes
243476;yes
3902;yes
406849;yes
-396051;yes
392332;yes
255096;yes
51952;yes
-77154;yes
-47231;yes
82162;yes
-187034;yes
11582;yes
-121677;yes
317219;yes
-323943;yes
-120019;yes
-14918;yes
-24546;yes
-138312;yes
-67355;yes
-166677;yes
-450363;yes
10940;yes
236669;yes
-313342;yes
-37874;yes
444040;yes
148552;yes
216840;yes
151962;yes
107229;yes
57233;yes
29513;yes
-306316;yes
-72624;yes
127505;yes
14330;yes
-110819;yes
42136;yes
-334420;yes
40311;yes
245123;yes
408581;yes
-138695;yes
38567;yes
-109472;yes
146037;yes
31588;yes
338049;yes
119055;yes
172611;yes
45314;yes
-64884;yes
-97302;yes
184764;yes
-125476;yes
27811;yes
-36233;yes
132415;yes
-14852;yes
-48845;yes
-5728;yes
-33456;yes
-119764;yes
-66872;yes
-300329;yes
-188190;yes
-130444;yes
253986;yes
43576;yes
-58473;yes
82958;yes
243964;yes
-8549;yes
9871;yes
81581;yes
-133597;yes
37273;yes
112276;yes
168140;yes
-152925;yes
29038;yes
80861;yes
-88680;yes
-19366;yes
-114573;yes
216412;yes
35710;yes
-28710;yes
-21707;yes
-135732;yes
320780;yes
60458;yes
59954;yes
66054;yes
-144048;yes
93557;yes
-198757;yes
117036;yes
317585;yes
117982;yes
-23518;yes
-61109;yes
-68502;yes
131313;yes
91297;yes
-196397;yes
270314;yes
-62932;yes
-151795;yes
123183;yes
-11820;yes
198455;yes
-212167;yes
77701;yes
-227465;yes
35207;yes
-42890;yes
-73745;yes
-102281;yes
34537;yes
31316;yes
-198945;yes
-121477;yes
-182743;yes
-196738;yes
-5950;yes
81802;yes
-164973;yes
203076;yes
-31939;yes
196373;yes
-160869;yes
-163856;yes
191782;yes
-229717;yes
-63341;yes
-103072;yes
320089;yes
-96062;yes
-32931;yes
163710;yes
131987;yes
40999;yes
-343526;yes
-156930;yes
10402;yes
143882;yes
337478;yes
-64556;yes
-357653;yes
-277811;yes
220340;yes
-36948;yes
-177646;yes
-255348;yes
133665;yes
-8649;yes
-143191;yes
-121325;yes
-44689;yes
-156196;yes
-180354;yes
-17329;yes
181567;yes
139751;yes
-126883;yes
-168158;yes
-10975;yes
62821;yes
101802;yes
-158294;yes
-10916;yes
-20871;yes
197619;yes
-41573;yes
19002;yes
-56698;yes
83715;yes
483605;yes
-378837;yes
134321;yes
76436;yes
-19604;yes
-134383;yes
-229765;yes
63171;yes
-83872;yes
36234;yes
-39007;yes
-26725;yes
281743;yes
-208256;yes
121359;yes
50597;yes
-75893;yes
-93440;yes
-25149;yes
-575469;yes
-123985;yes
-168693;yes
236221;yes
574313;yes
243070;yes
180002;yes
-90193;yes
-143658;yes
446852;yes
138576;yes
245915;yes
17764;yes
-50564;yes
212781;yes
3734;yes
78057;yes
191627;yes
-38192;yes
-237349;yes
-238303;yes
289228;yes
-69896;yes
40528;yes
-311;yes
-222463;yes
240749;yes
14657;yes
-17891;yes
-263628;yes
-341429;yes
-129148;yes
-404757;yes
236620;yes
340531;yes
191621;yes
-156101;yes
35004;yes
-146104;yes
126463;yes
-83893;yes
-101345;yes
-240559;yes
534919;yes
53891;yes
119305;yes
-191377;yes
387300;yes
-98321;yes
-37324;yes
-187038;yes
129807;yes
276719;yes
-194758;yes
285855;yes
102472;yes
-235803;yes
58385;yes
-44511;yes
-242946;yes
1276;yes
-178583;yes
15973;yes
-236842;yes
140577;yes
-128740;yes
-168521;yes
-216951;yes
-138236;yes
240635;yes
131731;yes
-86370;yes
-120774;yes
-118668;yes
324338;yes
-495630;yes
256019;yes
92879;yes
-343672;yes
344835;yes
54251;yes
55504;yes
70798;yes
207357;yes
-37189;yes
303510;yes
114823;yes
171885;yes
121211;yes
46646;yes
242183;yes
23653;yes
-2562;yes
-193820;yes
14640;yes
92949;yes
67170;yes
11383;yes
349205;yes
31126;yes
100754;yes
110906;yes
-102924;yes
241332;yes
32580;yes
-163945;yes
-159052;yes
-17130;yes
72898;yes
146023;yes
199601;yes
-228274;yes
352674;yes
-232495;yes
6524;yes
-94009;yes
-165865;yes
-50341;yes
274146;yes
-78685;yes
193062;yes
-175272;yes
307151;yes
18856;yes
-100184;yes
271891;yes
313866;yes
-99890;yes
-109288;yes
-69930;yes
83121;yes
-137445;yes
35286;yes
-42220;yes
12470;yes
64264;yes
108915;yes
-108532;yes
159482;yes
-52652;yes
-158513;yes
-570953;yes
55850;yes
-177014;yes
44633;yes
109537;yes
111800;yes
139942;yes
-23252;yes
-182889;yes
12055;yes
-374132;yes
370260;yes
23479;yes
-292335;yes
31976;yes
230018;yes
-26187;yes
-6007;yes
-17844;yes
-38109;yes
-391878;yes
267048;yes
-235672;yes
-253052;yes
41043;yes
221470;yes
236549;yes
-80965;yes
-322430;yes
92715;yes
91166;yes
-118630;yes
-383019;yes
39020;yes
39752;yes
134046;yes
81171;yes
-334305;yes
97210;yes
-348940;yes
-10736;yes
27016;yes
-94890;yes
-155645;yes
-388596;yes
201819;yes
139727;yes
-64601;yes
227980;yes
8500;yes
132827;yes
63056;yes
-28616;yes
-49358;yes
107323;yes
132943;yes
124411;yes
191316;yes
86723;yes
326854;yes
-8938;yes
11845;yes
-30546;yes
-161683;yes
77933;yes
110421;yes
-84017;yes
-89554;yes
171186;yes
68891;yes
-70228;yes
152183;yes
110051;yes
-14171;yes
119009;yes
385964;yes
-104518;yes
135745;yes
-109696;yes
-20557;yes
-29375;yes
-21718;yes
-333676;yes
-196772;yes
217064;yes
215278;yes
-179503;yes
-123062;yes
385850;yes
5406;yes
169548;yes
-120811;yes
46232;yes
331880;yes
-266867;yes
-104255;yes
-146468;yes
78331;yes
-109032;yes
-212845;yes
157984;yes
-40545;yes
-91855;yes
224906;yes
42473;yes
-31712;yes
187240;yes
-144582;yes
-53754;yes
-411726;yes
245989;yes
-469957;yes
-266825;yes
218005;yes
139775;yes
-68840;yes
26725;yes
-211601;yes
-141213;yes
392376;yes
14482;yes
-83614;yes
-40020;yes
-48691;yes
-214892;yes
124298;yes
